,Full Name,PAN,APP,ALLO,NOT_DIST,NEAR,DIST,TOTAL,MAX_DIST_NS,MAX_DIST_DIST,P1,P2,P3,P4,Year,URN,PTRWM_EXP,PTRWM_HIGH,READPROG,WRITPROG,MATPROG,READ_AVERAGE,GPS_AVERAGE,MAT_AVERAGE,Latitude,Longitude,Easting,Northing,within_500m,within_1km,within_2km,within_3km,within_5km,Grade,P1/plc,PAN_bin
182,Ladbrooke JMI School,30,183,30,13.0,17.0,0.0,30.0,600.77,0.0,48.0,67.0,46.0,22.0,2019,117370,0.66,0.07,1.5,-2.6,2,106,105,106,51.696418,-0.179753,525900,201309,0,0,4,6,9,2.0,1.6,30
183,Oakmere Primary School,60,42,57,15.0,6.0,3.0,57.0,602.31,1160.8,19.0,4.0,6.0,13.0,2019,117371,0.18,0.03,-4.1,-2.9,-5.3,99,101,98,51.694599,-0.165462,526893,201131,0,0,3,5,9,2.0,0.31666666666666665,60
184,Pope Paul Catholic Primary School **,30,93,30,0.0,0.0,0.0,30.0,0.0,0.0,41.0,16.0,24.0,12.0,2019,117496,1,0.17,1.9,0.4,0.9,111,112,109,51.690153,-0.198625,524613,200580,0,0,3,6,8,2.0,1.3666666666666667,30
185,Wroxham School (The) **,30,160,30,0.0,0.0,0.0,30.0,0.0,0.0,36.0,48.0,42.0,34.0,2019,138215,0.66,0.14,-0.6,-1.4,-0.8,106,105,105,51.699753,-0.212526,523626,201624,0,1,3,6,10,1.0,1.2,30
186,Preston Primary (VC) School,15,26,14,5.0,2.0,7.0,14.0,438.51,38634.74,8.0,9.0,6.0,3.0,2019,117403,0.45,0.09,-3.5,-2.5,-5.5,107,107,104,51.907162,-0.288041,517866,224565,0,0,0,0,8,2.0,0.5333333333333333,<30
187,St Thomas of Canterbury Catholic Primary School **,15,39,15,0.0,0.0,0.0,15.0,0.0,0.0,17.0,7.0,11.0,4.0,2019,117454,0.93,0.43,1.4,2,3.4,109,112,111,51.889282,0.010641,538466,223102,0,1,1,1,2,1.0,1.1333333333333333,<30
188,Newberries Primary School,30,114,30,11.0,8.0,11.0,30.0,1208.87,2240.73,36.0,41.0,20.0,17.0,2019,117303,0.76,0.28,0.3,0,2.7,107,110,109,51.682247,-0.309816,516948,199517,0,0,2,6,22,2.0,1.2,30
189,Redbourn Primary School,60,83,60,26.0,34.0,0.0,60.0,900.86,0.0,66.0,9.0,4.0,4.0,2019,117236,,,,,,,,,51.800927,-0.404033,510146,212569,0,0,0,1,15,1.0,1.1,60
190,Arnett Hills JMI School,30,131,30,14.0,16.0,0.0,30.0,1868.44,0.0,29.0,37.0,36.0,29.0,2019,117289,0.74,0.23,1.6,3.8,0.1,107,109,105,51.645798,-0.495282,504210,195183,0,1,5,8,14,2.0,0.9666666666666667,30
191,Maple Cross JMI School,30,41,30,13.0,15.0,1.0,30.0,727.06,2587.54,28.0,4.0,3.0,6.0,2019,117266,0.67,0.13,0.4,1.5,-1.2,107,106,104,51.61869,-0.513108,503038,192143,0,0,0,4,9,2.0,0.9333333333333333,30
192,Rickmansworth Park JMI School,30,156,30,14.0,16.0,0.0,30.0,825.11,0.0,36.0,34.0,24.0,62.0,2019,117304,0.74,0.26,3,2.7,0.5,110,108,106,51.642989,-0.465111,506304,194914,0,0,5,9,22,2.0,1.2,30
193,Shepherd Primary School,30,68,27,12.0,8.0,6.0,27.0,1104.28,30385.59,22.0,20.0,13.0,13.0,2019,117096,0.67,0.13,0.4,1.7,1.4,106,108,107,51.636807,-0.496013,504180,194182,2,2,4,9,12,2.0,0.7333333333333333,30
194,St Mary's C of E Primary (Rickmansworth) **,30,59,30,0.0,0.0,0.0,30.0,0.0,0.0,21.0,9.0,13.0,16.0,2019,117447,0.63,0.07,-3.7,-4.2,-3.9,105,106,104,51.630074,-0.475004,505649,193463,0,0,4,8,16,2.0,0.7,30
195,St Peter's C of E VA Primary School **,30,80,30,0.0,0.0,0.0,30.0,0.0,0.0,29.0,20.0,23.0,8.0,2019,117448,0.9,0.17,1,3.2,1.1,108,109,108,51.635782,-0.489761,504615,194077,2,2,5,8,13,2.0,0.9666666666666667,30
196,St Mary's Catholic Primary (Royston) **,30,71,31,0.0,0.0,0.0,31.0,0.0,0.0,33.0,21.0,11.0,6.0,2019,138292,0.86,0.24,1.8,3.6,3.8,108,110,109,52.050203,-0.019012,535938,240942,0,1,2,2,2,1.0,1.1,30
197,High Wych C of E Primary School,30,99,30,13.0,6.0,11.0,30.0,952.83,2931.27,30.0,5.0,38.0,26.0,2019,117398,0.7,0.1,-0.8,0.2,-2.6,107,106,103,51.805878,0.121232,546346,214043,0,0,0,2,5,2.0,1.0,30
198,_Mandeville Primary School,30,126,30,12.0,18.0,0.0,30.0,782.04,0.0,32.0,64.0,20.0,10.0,2019,117305,0.93,0.29,3.8,2.2,2.1,111,110,109,51.81609,0.145724,548001,215228,1,1,1,3,6,1.0,1.0666666666666667,30
199,Clore Shalom School **,30,77,30,0.0,0.0,0.0,30.0,0.0,0.0,32.0,17.0,16.0,12.0,2019,131456,0.8,0.03,-2,0,-1.4,104,105,104,51.704382,-0.289685,518282,202011,0,0,2,5,19,3.0,1.0666666666666667,30
200,Shenley Primary School,45,57,21,10.0,5.0,5.0,21.0,1048.8,4835.1,18.0,11.0,20.0,8.0,2019,117150,0.57,0.11,-0.8,-5.1,-2.2,106,106,104,51.691081,-0.280569,518947,200547,0,0,1,5,19,3.0,0.4,31-59
201,St Giles' C of E Primary School **,15,33,15,0.0,0.0,0.0,15.0,0.0,0.0,13.0,4.0,3.0,13.0,2019,117564,0.62,0,-4.6,-5.1,-4.9,103,104,102,51.695326,-0.232819,522236,201097,0,0,1,3,15,2.0,0.8666666666666667,<30
202,Greenfields Primary School,30,60,16,8.0,6.0,2.0,16.0,362.63,540.38,15.0,10.0,18.0,17.0,2019,117193,0.6,0.16,1.1,-2.1,-1.4,108,105,104,51.617972,-0.393746,511303,192238,0,2,6,7,23,3.0,0.5,30
203,St Joseph's Catholic Primary (Watford) **,30,102,30,0.0,0.0,0.0,30.0,0.0,0.0,63.0,15.0,13.0,11.0,2019,117465,0.78,0.07,5.7,2.2,5.1,108,109,107,51.627249,-0.396872,511064,193265,2,2,7,15,30,1.0,2.1,30
204,Warren Dell Primary School *,30,104,30,0.0,0.0,0.0,30.0,0.0,0.0,29.0,39.0,15.0,21.0,2019,144905,0.77,0.15,-3.7,-0.3,0.3,105,109,109,51.628628,-0.39181,511411,193426,2,2,7,15,30,2.0,0.9666666666666667,30
205,Spellbrook Primary School,15,79,9,5.0,0.0,4.0,9.0,0.0,3675.36,9.0,1.0,30.0,39.0,2019,117405,0.73,0.2,-2.1,-1.3,-0.9,106,107,106,51.835207,0.157098,548722,217377,0,0,0,5,14,3.0,0.6,<30
206,Abbey C of E Voluntary Aided Primary School (The) **,30,93,30,0.0,0.0,0.0,30.0,0.0,0.0,31.0,23.0,18.0,21.0,2019,117449,0.63,0.13,1.6,-3.4,-1.3,108,107,105,51.747408,-0.34234,514535,206712,1,3,13,18,28,1.0,1.0333333333333334,30
207,Aboyne Lodge School,30,185,30,15.0,15.0,0.0,30.0,331.93,0.0,37.0,47.0,52.0,49.0,2019,117141,0.6,0,-0.1,-1.5,-1.3,107,107,104,51.755054,-0.338699,514767,207568,2,4,13,22,28,2.0,1.2333333333333334,30
208,Alban City School *,60,275,60,0.0,0.0,0.0,60.0,0.0,0.0,59.0,81.0,71.0,64.0,2019,138231,,,,,,,,,51.754331,-0.334225,515078,207495,2,4,15,22,28,2.0,0.9833333333333333,60
209,Bernards Heath Infant School,90,260,90,35.0,25.0,22.0,90.0,872.79,24024.32,63.0,63.0,62.0,72.0,2019,117143,0.76,0.1,0.9,-1.3,0,107,108,106,51.764369,-0.327271,515532,208622,0,1,10,18,25,1.0,0.7,>60
210,Camp Primary and Nursery School (St Albans),30,162,30,15.0,8.0,7.0,30.0,897.77,483.61,35.0,36.0,46.0,45.0,2019,117136,0.7,0.2,1.3,-1.3,1,108,107,106,51.746962,-0.310415,516740,206713,2,5,9,20,31,2.0,1.1666666666666667,30
211,Cunningham Hill Infant School,60,237,60,23.0,21.0,16.0,60.0,746.55,981.47,60.0,70.0,66.0,41.0,2019,117250,0.7,0.07,0.6,-3.8,1.2,107,108,107,51.744144,-0.313895,516507,206394,2,5,11,21,30,1.0,1.0,60
212,Fleetville Infant & Nursery School *,90,270,90,0.0,0.0,0.0,90.0,0.0,0.0,96.0,77.0,50.0,47.0,2019,138205,0.79,0.18,-0.8,-0.9,-0.6,108,108,107,51.751985,-0.314501,516445,207265,0,4,14,20,30,1.0,1.0666666666666667,>60
213,Garden Fields JMI School,90,237,90,52.0,10.0,28.0,90.0,959.31,2388.6,77.0,44.0,51.0,65.0,2019,117139,0.87,0.23,1.8,-1.1,0.3,110,110,108,51.764343,-0.337474,514828,208603,0,2,10,18,26,2.0,0.8555555555555555,>60
214,Killigrew Primary & Nursery School,60,148,51,23.0,12.0,10.0,51.0,857.96,4169.57,42.0,51.0,40.0,15.0,2019,135528,0.76,0.15,0.9,-0.6,-1.1,108,110,106,51.731567,-0.35407,513765,204932,0,0,6,10,28,2.0,0.7,60
215,Mandeville Primary (St Albans),60,98,60,27.0,25.0,8.0,60.0,746.74,2907.44,50.0,12.0,19.0,17.0,2019,139159,0.57,0.1,0.9,0.3,1.3,105,106,104,51.73713,-0.339377,514766,205574,1,1,12,17,27,2.0,0.8333333333333334,60
